id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_sponsor_subjects,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
E000298,0,3,62,0.509216589862,175,,0.23,Ron Estes,R,2,3,0.266666666667,147,KS,"[(Finance and financial sector, 7), (Taxation, 6), (Armed forces and national security, 5), (Crime and law enforcement, 5), (Labor and employment, 5)]","[(Public lands and natural resources, 1), (Transportation and public works, 1), (Water resources development, 1)]",430.0,97.44,red,20,0.0,house,115
K000389,1,6,382,0.661257294589,178,,1.22,Ro Khanna,D,2,6,0.634615384615,5,CA,"[(Health, 61), (Government operations and politics, 35), (Crime and law enforcement, 33), (Armed forces and national security, 32), (International affairs, 31)]","[(Taxation, 2), (International affairs, 2), (Armed forces and national security, 1), (Congress, 1)]",654.0,95.36,blue,20,0.166666666667,house,115
K000388,0,3,116,0.485452586207,202,0.544,0.0,Trent Kelly,R,4,3,0.2,207,MS,"[(Health, 23), (Armed forces and national security, 10), (Taxation, 10), (Crime and law enforcement, 10), (Government operations and politics, 8)]","[(Government operations and politics, 1), (Armed forces and national security, 1), (Immigration, 1)]",654.0,97.25,red,20,0.0,house,115
A000367,5,7,42,0.46981292517,219,0.684,0.15,Justin Amash,R,8,7,0.228571428571,191,MI,"[(Crime and law enforcement, 10), (Armed forces and national security, 6), (Health, 6), (Government operations and politics, 4), (International affairs, 3)]","[(Government operations and politics, 2), (Economics and public finance, 1), (Transportation and public works, 1), (Immigration, 1), (Foreign trade and international finance, 1)]",654.0,75.34,red,20,0.714285714286,house,115
M001159,7,18,100,0.540357142857,123,0.427,0.0,Cathy McMorris Rodgers,R,14,18,0.305555555556,99,WA,"[(Health, 26), (Armed forces and national security, 13), (Taxation, 12), (International affairs, 8), (Public lands and natural resources, 4)]","[(Health, 5), (Congress, 3), (Public lands and natural resources, 2), (Armed forces and national security, 2), (Taxation, 2)]",654.0,97.86,red,20,0.388888888889,house,115
M001158,4,9,117,0.546169108669,115,0.601,5.05,Kenny Marchant,R,14,9,0.222222222222,197,TX,"[(Health, 20), (Taxation, 19), (Government operations and politics, 11), (Immigration, 9), (Crime and law enforcement, 9)]","[(Health, 5), (Taxation, 2), (Social welfare, 1), (Economics and public finance, 1)]",654.0,95.97,red,20,0.444444444444,house,115
M001151,4,5,111,0.567487129987,89,0.258,1.58,Tim Murphy,R,16,5,0.24,178,PA,"[(Health, 37), (Armed forces and national security, 7), (Government operations and politics, 7), (Taxation, 7), (International affairs, 7)]","[(Health, 4), (Government operations and politics, 1)]",570.0,91.8,red,20,0.8,house,115
M001157,10,17,174,0.693503694581,13,0.448,2.91,Michael McCaul,R,14,17,0.352941176471,74,TX,"[(International affairs, 30), (Government operations and politics, 21), (Immigration, 18), (Crime and law enforcement, 18), (Emergency management, 16)]","[(Emergency management, 3), (International affairs, 3), (Taxation, 2), (Health, 2), (Government operations and politics, 1)]",654.0,97.32,red,20,0.588235294118,house,115
M001156,5,10,47,0.6523556231,24,0.585,0.0,Patrick McHenry,R,14,10,0.28,133,NC,"[(Finance and financial sector, 12), (Taxation, 7), (Crime and law enforcement, 4), (Sports and recreation, 3), (International affairs, 3)]","[(Finance and financial sector, 5), (Taxation, 4), (Environmental protection, 1)]",654.0,98.62,red,20,0.5,house,115
A000369,3,10,125,0.51,174,0.388,2.45,Mark Amodei,R,8,10,0.22,199,NV,"[(Health, 21), (Taxation, 12), (Armed forces and national security, 11), (Public lands and natural resources, 10), (Government operations and politics, 8)]","[(Public lands and natural resources, 5), (Government operations and politics, 2), (Armed forces and national security, 1), (Taxation, 1), (Water resources development, 1)]",654.0,94.98,red,20,0.3,house,115
H001036,1,2,117,0.596764346764,60,0.704,1.68,Jeb Hensarling,R,16,2,0.5,21,TX,"[(Health, 24), (Taxation, 14), (Government operations and politics, 12), (Immigration, 10), (Crime and law enforcement, 10)]","[(Finance and financial sector, 1), (Congress, 1)]",654.0,97.98,red,20,0.5,house,115
H001038,0,8,234,0.706793524845,116,-0.343,4.13,Brian Higgins,D,12,8,0.230769230769,95,NY,"[(Health, 45), (Government operations and politics, 27), (Taxation, 24), (Armed forces and national security, 19), (International affairs, 18)]","[(Health, 3), (Armed forces and national security, 2), (None, 1), (Transportation and public works, 1), (Congress, 1)]",654.0,95.85,blue,20,0.0,house,115
R000582,5,25,219,0.600212002609,54,0.494,0.61,Phil Roe,R,10,25,0.464,32,TN,"[(Health, 52), (Taxation, 29), (Crime and law enforcement, 21), (Labor and employment, 16), (Armed forces and national security, 14)]","[(Armed forces and national security, 10), (Health, 6), (Crime and law enforcement, 2), (Labor and employment, 2), (Education, 2)]",654.0,96.62,red,20,0.2,house,115
R000583,7,8,134,0.538046375267,127,0.469,9.17,Tom Rooney,R,10,8,0.2,207,FL,"[(Health, 18), (Taxation, 16), (International affairs, 16), (Armed forces and national security, 14), (Crime and law enforcement, 14)]","[(Crime and law enforcement, 3), (Congress, 1), (International affairs, 1), (Agriculture and food, 1), (Labor and employment, 1)]",654.0,95.29,red,20,0.875,house,115
M000312,4,10,602,0.639951356034,195,-0.536,2.14,Jim McGovern,D,22,10,0.230769230769,95,MA,"[(International affairs, 82), (Government operations and politics, 64), (Health, 64), (Armed forces and national security, 62), (Immigration, 42)]","[(Armed forces and national security, 3), (Health, 2), (Families, 1), (International affairs, 1), (Agriculture and food, 1)]",654.0,94.53,blue,20,0.4,house,115
S001190,6,18,228,0.795952093701,38,-0.186,0.0,Brad Schneider,D,2,18,0.230769230769,95,IL,"[(International affairs, 40), (Health, 28), (Government operations and politics, 24), (Congress, 15), (Armed forces and national security, 14)]","[(Armed forces and national security, 4), (International affairs, 3), (Commerce, 2), (Crime and law enforcement, 2), (Health, 2)]",654.0,90.67,blue,20,0.333333333333,house,115
O000168,3,6,204,0.467261904762,222,0.537,2.14,Pete Olson,R,10,6,0.533333333333,16,TX,"[(Health, 34), (Crime and law enforcement, 21), (Armed forces and national security, 18), (Government operations and politics, 17), (International affairs, 14)]","[(Health, 2), (Environmental protection, 2), (Civil rights and liberties, minority issues, 1), (Government operations and politics, 1)]",654.0,98.28,red,20,0.5,house,115
G000535,0,6,279,0.655513448563,183,-0.483,14.83,Luis Gutiérrez,D,26,6,0.230769230769,95,IL,"[(Immigration, 33), (Crime and law enforcement, 33), (Government operations and politics, 31), (Health, 24), (Civil rights and liberties, minority issues, 24)]","[(Immigration, 2), (Emergency management, 1), (Government operations and politics, 1), (Taxation, 1), (None, 1)]",654.0,93.36,blue,20,0.0,house,115
W000800,9,17,348,0.669902512927,168,-0.411,3.06,Peter Welch,D,12,17,0.27149321267,68,VT,"[(Health, 47), (Government operations and politics, 38), (International affairs, 30), (Armed forces and national security, 26), (Taxation, 25)]","[(Health, 4), (Energy, 3), (Education, 2), (Government operations and politics, 1), (Economics and public finance, 1)]",654.0,94.95,blue,20,0.529411764706,house,115
W000804,8,14,176,0.490716314935,194,0.41,1.22,Robert Wittman,R,12,14,0.242857142857,174,VA,"[(Armed forces and national security, 27), (Health, 27), (Taxation, 23), (Government operations and politics, 16), (Public lands and natural resources, 12)]","[(Armed forces and national security, 5), (Water resources development, 2), (Taxation, 2), (Economics and public finance, 1), (Congress, 1)]",654.0,95.82,red,20,0.571428571429,house,115
R000586,8,15,167,0.552609067579,102,0.38,10.7,Jim Renacci,R,8,15,0.2,207,OH,"[(Taxation, 36), (Health, 22), (Armed forces and national security, 12), (International affairs, 12), (Government operations and politics, 10)]","[(Taxation, 5), (Congress, 2), (Armed forces and national security, 2), (Economics and public finance, 1), (Social welfare, 1)]",654.0,93.15,red,20,0.533333333333,house,115
W000806,0,1,109,0.551441677588,104,0.468,11.01,Daniel Webster,R,8,1,0.8,2,FL,"[(Taxation, 15), (Health, 12), (Armed forces and national security, 11), (Crime and law enforcement, 10), (Finance and financial sector, 7)]","[(Science, technology, communications, 1)]",654.0,96.91,red,20,0.0,house,115
J000174,10,31,102,0.657738095238,22,0.608,20.49,Sam Johnson,R,28,31,0.296774193548,117,TX,"[(Health, 14), (International affairs, 11), (Government operations and politics, 10), (Taxation, 10), (Crime and law enforcement, 7)]","[(Social welfare, 10), (Taxation, 6), (Government operations and politics, 4), (Armed forces and national security, 3), (Health, 2)]",654.0,97.5,red,20,0.322580645161,house,115
W000808,0,10,269,0.692472385254,140,-0.473,9.17,Frederica Wilson,D,8,10,0.230769230769,95,FL,"[(Health, 36), (Government operations and politics, 25), (International affairs, 22), (Education, 22), (Crime and law enforcement, 20)]","[(Labor and employment, 4), (Education, 2), (International affairs, 2), (Taxation, 1), (Families, 1)]",654.0,96.8,blue,20,0.0,house,115
W000809,0,3,75,0.507976190476,178,0.329,0.0,Steve Womack,R,8,3,0.2,207,AR,"[(Health, 12), (Taxation, 10), (Environmental protection, 8), (Government operations and politics, 5), (Crime and law enforcement, 5)]","[(None, 1), (Energy, 1), (Civil rights and liberties, minority issues, 1)]",654.0,97.55,red,20,0.0,house,115
S001199,2,7,133,0.496441997852,188,,1.38,Lloyd Smucker,R,2,7,0.285714285714,122,PA,"[(Health, 27), (Taxation, 19), (Crime and law enforcement, 13), (Government operations and politics, 11), (Armed forces and national security, 8)]","[(Health, 2), (Economics and public finance, 1), (Families, 1), (Armed forces and national security, 1), (Environmental protection, 1)]",654.0,95.66,red,20,0.285714285714,house,115
C001038,4,31,203,0.703501912572,119,-0.405,3.36,Joseph Crowley,D,20,31,0.428039702233,25,NY,"[(Health, 26), (International affairs, 22), (Government operations and politics, 19), (Taxation, 19), (Crime and law enforcement, 13)]","[(Congress, 15), (Taxation, 3), (International affairs, 3), (Crime and law enforcement, 2), (Labor and employment, 2)]",654.0,95.09,blue,20,0.129032258065,house,115
S001191,10,12,303,0.984562209803,3,-0.11,6.42,Kyrsten Sinema,D,6,12,0.326923076923,37,AZ,"[(Armed forces and national security, 50), (Taxation, 27), (Finance and financial sector, 27), (Health, 24), (International affairs, 18)]","[(Finance and financial sector, 4), (Emergency management, 1), (Government operations and politics, 1), (Social welfare, 1), (Congress, 1)]",654.0,78.92,blue,20,0.833333333333,house,115
C001037,4,22,237,0.721664067317,93,-0.579,0.31,Michael Capuano,D,20,22,0.241258741259,90,MA,"[(Government operations and politics, 26), (International affairs, 26), (Health, 18), (Immigration, 18), (Finance and financial sector, 18)]","[(Finance and financial sector, 10), (Government operations and politics, 3), (Commerce, 3), (Crime and law enforcement, 2), (International affairs, 2)]",650.0,93.98,blue,20,0.181818181818,house,115
S001193,2,8,342,0.764180029826,59,-0.363,3.36,Eric Swalwell,D,6,8,0.230769230769,95,CA,"[(Health, 44), (Government operations and politics, 38), (Education, 31), (Crime and law enforcement, 28), (Taxation, 27)]","[(Education, 3), (Government operations and politics, 1), (Congress, 1), (Taxation, 1), (International affairs, 1)]",654.0,93.83,blue,20,0.25,house,115
S001192,4,12,134,0.550506396588,107,0.516,2.14,Chris Stewart,R,6,12,0.233333333333,183,UT,"[(Health, 27), (Public lands and natural resources, 13), (International affairs, 12), (Crime and law enforcement, 11), (Armed forces and national security, 10)]","[(Public lands and natural resources, 4), (Government operations and politics, 1), (Crime and law enforcement, 1), (Animals, 1), (Congress, 1)]",654.0,97.03,red,20,0.333333333333,house,115
S001195,8,14,137,0.528480187696,143,0.606,1.83,Jason Smith,R,6,14,0.264285714286,157,MO,"[(Taxation, 37), (Health, 23), (Environmental protection, 11), (Government operations and politics, 9), (Crime and law enforcement, 9)]","[(Taxation, 6), (Government operations and politics, 2), (Health, 2), (Congress, 1), (Transportation and public works, 1)]",654.0,94.7,red,20,0.571428571429,house,115
S001196,10,20,229,0.462648159701,224,0.213,0.0,Elise Stefanik,R,4,20,0.23,189,NY,"[(Armed forces and national security, 42), (Health, 41), (Taxation, 21), (Education, 16), (International affairs, 13)]","[(Armed forces and national security, 5), (Immigration, 2), (Health, 2), (Environmental protection, 2), (Education, 2)]",654.0,90.06,red,20,0.5,house,115
L000174,12,31,286,0.830205278592,24,,1.59,Patrick Leahy,D,41,31,0.575757575758,13,VT,"[(Health, 41), (Crime and law enforcement, 39), (International affairs, 26), (Taxation, 23), (Armed forces and national security, 20)]","[(Crime and law enforcement, 7), (Government operations and politics, 4), (Taxation, 4), (International affairs, 3), (Commerce, 2)]",502.0,95.34,blue,20,0.387096774194,senate,114
B001288,14,47,318,0.817534707127,27,,1.59,Cory Booker,D,3,47,0.631592520954,7,NJ,"[(Health, 39), (Crime and law enforcement, 30), (Education, 28), (Civil rights and liberties, minority issues, 20), (International affairs, 19)]","[(Health, 6), (Government operations and politics, 5), (Crime and law enforcement, 4), (Transportation and public works, 3), (Civil rights and liberties, minority issues, 3)]",502.0,94.74,blue,20,0.297872340426,senate,114
W000779,19,87,293,0.763753322533,37,,1.2,Ron Wyden,D,20,87,0.639219784047,6,OR,"[(International affairs, 35), (Armed forces and national security, 27), (Crime and law enforcement, 26), (Health, 23), (Education, 20)]","[(Public lands and natural resources, 17), (Taxation, 13), (Health, 9), (Energy, 8), (Crime and law enforcement, 7)]",502.0,91.73,blue,20,0.218390804598,senate,114
S001184,8,19,194,0.680338908343,50,,2.19,Tim Scott,R,3,19,0.451929824561,36,SC,"[(Health, 21), (Labor and employment, 20), (International affairs, 19), (Taxation, 15), (Congress, 13)]","[(Taxation, 5), (Crime and law enforcement, 3), (Health, 3), (Education, 3), (Government operations and politics, 1)]",502.0,89.41,red,20,0.421052631579,senate,114
M001176,4,37,368,0.666246744139,45,,1.0,Jeff Merkley,D,7,37,0.375757575758,45,OR,"[(Health, 49), (Taxation, 31), (International affairs, 30), (Crime and law enforcement, 23), (Public lands and natural resources, 23)]","[(Congress, 6), (Health, 6), (Finance and financial sector, 4), (Transportation and public works, 4), (Education, 4)]",502.0,92.15,blue,20,0.108108108108,senate,114
T000476,3,11,227,0.776376782781,22,,0.6,Thom Tillis,R,1,11,0.599393939394,14,NC,"[(Armed forces and national security, 48), (Crime and law enforcement, 31), (Health, 24), (International affairs, 21), (Congress, 14)]","[(Armed forces and national security, 2), (Transportation and public works, 2), (Energy, 2), (Social welfare, 1), (Animals, 1)]",502.0,91.98,red,20,0.272727272727,senate,114
M001170,11,20,208,0.904032258065,10,,4.38,Claire McCaskill,D,9,20,0.544848484848,19,MO,"[(Health, 31), (Government operations and politics, 28), (Armed forces and national security, 21), (Crime and law enforcement, 16), (Congress, 15)]","[(Government operations and politics, 6), (Armed forces and national security, 3), (Science, technology, communications, 2), (Crime and law enforcement, 1), (Congress, 1)]",502.0,85.42,blue,20,0.55,senate,114
S001181,28,78,380,0.832718894009,22,,0.8,Jeanne Shaheen,D,7,78,0.474514374514,28,NH,"[(Health, 63), (International affairs, 61), (Taxation, 35), (Crime and law enforcement, 25), (Armed forces and national security, 24)]","[(Armed forces and national security, 15), (Commerce, 9), (Health, 8), (International affairs, 7), (Energy, 5)]",502.0,93.78,blue,20,0.358974358974,senate,114
C000567,4,13,215,0.78749378556,19,,1.59,Thad Cochran,R,37,13,0.530769230769,21,MS,"[(Health, 42), (Taxation, 22), (Crime and law enforcement, 17), (Civil rights and liberties, minority issues, 15), (International affairs, 14)]","[(Economics and public finance, 4), (Armed forces and national security, 2), (Health, 2), (Congress, 1), (Transportation and public works, 1)]",502.0,89.88,red,20,0.307692307692,senate,114
V000127,28,140,258,0.713666243164,44,,15.14,David Vitter,R,11,140,0.410714285714,42,LA,"[(Health, 44), (Crime and law enforcement, 25), (Taxation, 23), (Environmental protection, 19), (Armed forces and national security, 17)]","[(Commerce, 20), (Health, 19), (Taxation, 11), (Immigration, 10), (Government operations and politics, 9)]",502.0,90.61,red,20,0.2,senate,114
C001047,11,20,278,0.723918727251,40,,0.8,Shelley Capito,R,1,20,0.475333333333,30,WV,"[(Health, 72), (Taxation, 26), (International affairs, 23), (Crime and law enforcement, 21), (Armed forces and national security, 17)]","[(Health, 6), (Environmental protection, 4), (Education, 2), (Taxation, 2), (Emergency management, 1)]",502.0,88.55,red,20,0.55,senate,114
U000039,8,53,261,0.872221339407,14,,0.8,Tom Udall,D,8,53,0.560091480846,16,NM,"[(Health, 30), (Crime and law enforcement, 26), (Congress, 18), (Taxation, 18), (Government operations and politics, 17)]","[(Native Americans, 7), (Health, 5), (Public lands and natural resources, 4), (Education, 4), (Commerce, 3)]",502.0,94.58,blue,20,0.150943396226,senate,114
B001277,17,77,479,0.782754009409,33,,0.4,Richard Blumenthal,D,5,77,0.453837072019,31,CT,"[(Health, 84), (Crime and law enforcement, 57), (Armed forces and national security, 53), (International affairs, 42), (Taxation, 28)]","[(Armed forces and national security, 15), (Crime and law enforcement, 10), (Health, 9), (Taxation, 6), (Transportation and public works, 5)]",502.0,96.2,blue,20,0.220779220779,senate,114
M001111,9,53,331,0.915413423921,8,,1.2,Patty Murray,D,23,53,0.475014293882,27,WA,"[(Health, 56), (Armed forces and national security, 36), (International affairs, 30), (Crime and law enforcement, 28), (Education, 21)]","[(Education, 10), (Labor and employment, 9), (Health, 7), (Armed forces and national security, 4), (Taxation, 3)]",502.0,93.75,blue,20,0.169811320755,senate,114
W000437,21,29,266,0.778999160609,21,,2.19,Roger Wicker,R,9,29,0.824827586207,2,MS,"[(Health, 49), (Taxation, 33), (International affairs, 23), (Crime and law enforcement, 17), (Labor and employment, 14)]","[(Health, 4), (Transportation and public works, 3), (Public lands and natural resources, 3), (Law, 3), (Government operations and politics, 2)]",502.0,93.48,red,20,0.724137931034,senate,114
P000603,10,62,133,0.658207275909,52,,4.78,Rand Paul,R,5,62,0.356129032258,50,KY,"[(Crime and law enforcement, 22), (Health, 16), (Congress, 12), (Taxation, 11), (Government operations and politics, 9)]","[(Crime and law enforcement, 7), (Government operations and politics, 7), (Armed forces and national security, 7), (International affairs, 7), (Finance and financial sector, 5)]",502.0,74.9,red,20,0.161290322581,senate,114
R000595,26,69,358,0.74971138152,33,,31.27,Marco Rubio,R,5,69,0.466666666667,34,FL,"[(International affairs, 119), (Health, 33), (Crime and law enforcement, 27), (Armed forces and national security, 25), (Education, 18)]","[(International affairs, 25), (Science, technology, communications, 5), (Taxation, 5), (Crime and law enforcement, 4), (Armed forces and national security, 4)]",502.0,89.28,red,20,0.376811594203,senate,114
M001169,10,34,334,0.71498385717,43,,0.6,Christopher Murphy,D,3,34,0.414438502674,42,CT,"[(Health, 68), (International affairs, 50), (Crime and law enforcement, 29), (Armed forces and national security, 24), (Education, 20)]","[(Education, 6), (International affairs, 4), (Taxation, 3), (Health, 3), (Government operations and politics, 2)]",502.0,94.99,blue,20,0.294117647059,senate,114
B000575,33,52,305,0.765811300183,27,,4.38,Roy Blunt,R,5,52,0.684102564103,8,MO,"[(Health, 46), (Taxation, 38), (Crime and law enforcement, 33), (International affairs, 32), (Armed forces and national security, 22)]","[(Congress, 10), (Armed forces and national security, 8), (Government operations and politics, 5), (Taxation, 5), (Health, 4)]",502.0,90.83,red,20,0.634615384615,senate,114
R000605,4,26,205,0.754579688315,32,,1.39,Mike Rounds,R,1,26,0.353846153846,51,SD,"[(Health, 31), (Armed forces and national security, 30), (International affairs, 22), (Congress, 14), (Labor and employment, 13)]","[(Armed forces and national security, 13), (Finance and financial sector, 6), (Sports and recreation, 2), (International affairs, 2), (Crime and law enforcement, 1)]",502.0,91.72,red,20,0.153846153846,senate,114
C001056,19,52,244,0.794828861804,16,,1.79,John Cornyn,R,13,52,0.769615384615,6,TX,"[(Crime and law enforcement, 31), (International affairs, 27), (Armed forces and national security, 23), (Labor and employment, 17), (Government operations and politics, 16)]","[(Crime and law enforcement, 10), (Taxation, 10), (Health, 5), (Government operations and politics, 4), (International affairs, 4)]",502.0,92.49,red,20,0.365384615385,senate,114
I000055,33,45,282,0.7750543286,24,,1.2,Johnny Isakson,R,11,45,0.575851851852,17,GA,"[(Health, 48), (International affairs, 39), (Taxation, 38), (Labor and employment, 17), (Crime and law enforcement, 17)]","[(Health, 16), (Armed forces and national security, 4), (Labor and employment, 4), (Education, 3), (Congress, 3)]",502.0,92.74,red,20,0.733333333333,senate,114
S000148,11,59,384,0.850129608295,19,,0.4,Charles Schumer,D,17,59,0.471289162815,29,NY,"[(Health, 81), (Crime and law enforcement, 42), (Taxation, 33), (Armed forces and national security, 30), (International affairs, 29)]","[(Crime and law enforcement, 11), (Health, 10), (Taxation, 7), (Government operations and politics, 6), (Transportation and public works, 6)]",502.0,95.4,blue,20,0.186440677966,senate,114
H001042,13,51,338,0.79205955335,31,,0.2,Mazie Hirono,D,3,51,0.585739750446,11,HI,"[(Health, 49), (Armed forces and national security, 46), (Crime and law enforcement, 25), (Education, 21), (Government operations and politics, 20)]","[(Armed forces and national security, 10), (Education, 9), (Health, 8), (Civil rights and liberties, minority issues, 4), (Energy, 3)]",502.0,96.41,blue,20,0.254901960784,senate,114
H001046,8,28,309,0.753675450763,38,,0.6,Martin Heinrich,D,3,28,0.389177489177,44,NM,"[(Health, 49), (Armed forces and national security, 24), (Education, 24), (Public lands and natural resources, 22), (Crime and law enforcement, 21)]","[(Public lands and natural resources, 10), (Energy, 7), (Taxation, 2), (Armed forces and national security, 2), (Families, 1)]",502.0,94.59,blue,20,0.285714285714,senate,114
G000562,28,46,247,0.736101628088,38,,2.19,Cory Gardner,R,1,46,0.66,10,CO,"[(International affairs, 41), (Health, 36), (Taxation, 23), (Armed forces and national security, 14), (Congress, 13)]","[(International affairs, 7), (Public lands and natural resources, 7), (Armed forces and national security, 6), (Government operations and politics, 5), (Energy, 3)]",502.0,89.61,red,20,0.608695652174,senate,114
C000542,5,15,138,0.757048435402,31,,2.99,Daniel Coats,R,5,15,0.368,47,IN,"[(International affairs, 19), (Health, 18), (Crime and law enforcement, 14), (Congress, 11), (Taxation, 10)]","[(Taxation, 4), (Government operations and politics, 2), (Health, 2), (Finance and financial sector, 1), (Social welfare, 1)]",502.0,90.76,red,20,0.333333333333,senate,114
R000584,8,17,223,0.673828062589,51,,0.8,Jim Risch,R,7,17,0.450980392157,37,ID,"[(International affairs, 27), (Health, 19), (Taxation, 17), (Environmental protection, 17), (Labor and employment, 15)]","[(Energy, 4), (Public lands and natural resources, 4), (Commerce, 3), (Government operations and politics, 2), (International affairs, 2)]",502.0,88.96,red,20,0.470588235294,senate,114
S000770,14,37,327,0.843069941797,20,,1.59,Debbie Stabenow,D,15,37,0.477313677314,26,MI,"[(Health, 73), (Taxation, 33), (Armed forces and national security, 29), (International affairs, 27), (Education, 21)]","[(Health, 10), (Taxation, 9), (Social welfare, 2), (International affairs, 2), (Public lands and natural resources, 2)]",502.0,94.33,blue,20,0.378378378378,senate,114
P000612,6,15,234,0.692307692308,45,,1.59,David Perdue,R,1,15,0.470222222222,33,GA,"[(International affairs, 43), (Crime and law enforcement, 20), (Government operations and politics, 19), (Taxation, 18), (Armed forces and national security, 16)]","[(International affairs, 6), (Crime and law enforcement, 2), (Finance and financial sector, 2), (Education, 1), (Armed forces and national security, 1)]",502.0,88.87,red,20,0.4,senate,114
L000577,6,40,175,0.644261961317,54,,7.17,Mike Lee,R,5,40,0.322,54,UT,"[(Crime and law enforcement, 27), (Congress, 14), (Environmental protection, 14), (Health, 12), (Government operations and politics, 12)]","[(Public lands and natural resources, 5), (Economics and public finance, 4), (Commerce, 3), (Government operations and politics, 3), (International affairs, 3)]",502.0,73.61,red,20,0.15,senate,114
L000575,4,20,189,0.773668137089,25,,0.2,James Lankford,R,1,20,0.444666666667,39,OK,"[(Government operations and politics, 25), (Crime and law enforcement, 18), (International affairs, 17), (Health, 14), (Congress, 12)]","[(Government operations and politics, 7), (Health, 3), (Native Americans, 2), (Crime and law enforcement, 1), (Taxation, 1)]",502.0,87.82,red,20,0.2,senate,114
J000293,20,49,198,0.890088533794,3,,3.19,Ron Johnson,R,5,49,0.772925170068,5,WI,"[(Government operations and politics, 36), (International affairs, 20), (Health, 19), (Taxation, 16), (Crime and law enforcement, 15)]","[(Government operations and politics, 12), (International affairs, 9), (Emergency management, 7), (Armed forces and national security, 5), (Health, 4)]",502.0,92.59,red,20,0.408163265306,senate,114
C000880,10,27,232,0.689153493325,48,,2.19,Michael Crapo,R,17,27,0.340740740741,53,ID,"[(Health, 23), (Finance and financial sector, 21), (Environmental protection, 20), (Armed forces and national security, 18), (Taxation, 18)]","[(Taxation, 6), (Health, 3), (Public lands and natural resources, 2), (Energy, 2), (Finance and financial sector, 1)]",502.0,89.21,red,20,0.37037037037,senate,114
D000607,17,18,189,0.961187916027,2,,0.8,Joe Donnelly,D,3,18,0.438383838384,33,IN,"[(Health, 35), (Armed forces and national security, 20), (Taxation, 16), (Finance and financial sector, 14), (Crime and law enforcement, 13)]","[(Armed forces and national security, 4), (Crime and law enforcement, 2), (Education, 2), (Finance and financial sector, 2), (Government operations and politics, 1)]",502.0,78.71,blue,20,0.944444444444,senate,114
M000355,19,48,106,0.827678931565,10,,0.0,Mitch McConnell,R,31,48,0.801805555556,3,KY,"[(Crime and law enforcement, 14), (Labor and employment, 14), (International affairs, 11), (Environmental protection, 10), (Health, 9)]","[(Congress, 35), (International affairs, 4), (Crime and law enforcement, 2), (Armed forces and national security, 2), (Taxation, 1)]",502.0,87.05,red,20,0.395833333333,senate,114
C001070,32,73,314,0.892474096686,12,,1.0,Bob Casey,D,9,73,0.573931091739,14,PA,"[(Health, 62), (Taxation, 27), (Crime and law enforcement, 27), (International affairs, 27), (Armed forces and national security, 25)]","[(Health, 15), (Education, 12), (Taxation, 10), (Crime and law enforcement, 5), (International affairs, 5)]",502.0,91.75,blue,20,0.438356164384,senate,114
C001071,19,23,81,1.0,1,,2.79,Bob Corker,R,9,23,1.0,1,TN,"[(Congress, 11), (International affairs, 10), (Labor and employment, 8), (Health, 7), (Crime and law enforcement, 7)]","[(International affairs, 18), (Congress, 1), (Armed forces and national security, 1), (Transportation and public works, 1), (Housing and community development, 1)]",502.0,88.11,red,20,0.826086956522,senate,114
C001075,14,46,178,0.716632416131,43,,1.2,Bill Cassidy,R,1,46,0.46,35,LA,"[(Health, 37), (Armed forces and national security, 14), (Crime and law enforcement, 14), (International affairs, 13), (Congress, 12)]","[(Health, 18), (Armed forces and national security, 5), (Government operations and politics, 3), (Taxation, 3), (Energy, 3)]",502.0,92.94,red,20,0.304347826087,senate,114
M001183,12,20,196,0.939636038747,4,,1.79,Joe Manchin,D,7,20,0.394545454545,43,WV,"[(Health, 25), (Armed forces and national security, 23), (Crime and law enforcement, 18), (International affairs, 18), (Congress, 14)]","[(Health, 6), (Energy, 4), (Armed forces and national security, 2), (Government operations and politics, 1), (Economics and public finance, 1)]",502.0,70.99,blue,20,0.6,senate,114
B001267,16,30,333,0.830614024162,23,,0.0,Michael Bennet,D,7,30,0.438383838384,33,CO,"[(Health, 86), (Armed forces and national security, 32), (Taxation, 29), (Public lands and natural resources, 22), (International affairs, 21)]","[(Health, 5), (Public lands and natural resources, 5), (Taxation, 4), (Government operations and politics, 3), (Education, 3)]",502.0,90.44,blue,20,0.533333333333,senate,114
B001261,15,39,185,0.741516338191,37,,0.2,John Barrasso,R,9,39,0.503247863248,25,WY,"[(Health, 35), (Taxation, 21), (International affairs, 16), (Environmental protection, 16), (Congress, 12)]","[(Native Americans, 13), (Public lands and natural resources, 6), (Water resources development, 4), (Energy, 4), (Health, 3)]",502.0,93.21,red,20,0.384615384615,senate,114
S000320,0,8,74,0.899595557553,2,,3.98,Richard Shelby,R,29,8,0.479166666667,28,AL,"[(Congress, 11), (Health, 9), (Labor and employment, 7), (Crime and law enforcement, 7), (International affairs, 6)]","[(Economics and public finance, 2), (International affairs, 2), (Finance and financial sector, 1), (Sports and recreation, 1), (Congress, 1)]",502.0,87.76,red,20,0.0,senate,114
