rep_id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_sponsor_subjects,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
B000574,5,24,501,0.63318149,197,-0.429,3.27,Earl Blumenauer,D,24,24,0.230769231,89,OR,"[(Health, 83), (Government operations and politics, 57), (Taxation, 48), (Crime and law enforcement, 45), (Armed forces and national security, 30)]","[(Taxation, 5), (Government operations and politics, 3), (Armed forces and national security, 3), (Crime and law enforcement, 2), (Animals, 2)]",612,94.26,blue,20,0.208333333,house,115
G000584,1,6,34,0.506535948,98,,1.01,Greg Gianforte,R,2,6,0.233333333,177,MT,"[(Environmental protection, 9), (Public lands and natural resources, 5), (Taxation, 3), (Government operations and politics, 2), (Crime and law enforcement, 2)]","[(Congress, 1), (Energy, 1), (Native Americans, 1), (Public lands and natural resources, 1), (None, 1)]",298,93.22,red,20,0.166666667,house,115
R000608,2,5,254,0.745102894,73,,2.78,Jacky Rosen,D,2,5,0.230769231,89,NV,"[(Armed forces and national security, 37), (Health, 35), (International affairs, 30), (Taxation, 19), (Government operations and politics, 18)]","[(Science, technology, communications, 3), (Energy, 1), (International affairs, 1)]",612,90.92,blue,20,0.4,house,115
M001188,5,34,223,0.718898732,102,-0.379,4.25,Grace Meng,D,6,34,0.271493213,64,NY,"[(Health, 30), (Government operations and politics, 24), (International affairs, 24), (Armed forces and national security, 17), (Crime and law enforcement, 15)]","[(Health, 5), (Arts, culture, religion, 4), (Armed forces and national security, 4), (Government operations and politics, 3), (Transportation and public works, 3)]",612,96.42,blue,20,0.147058824,house,115
M001189,7,28,208,0.601629274,19,0.558,3.76,Luke Messer,R,6,28,0.221428571,190,IN,"[(Finance and financial sector, 29), (Taxation, 28), (Health, 23), (Armed forces and national security, 19), (Crime and law enforcement, 19)]","[(Taxation, 8), (Economics and public finance, 4), (Education, 4), (Armed forces and national security, 3), (Government operations and politics, 2)]",612,95.59,red,20,0.25,house,115
M001184,0,6,95,0.374269006,241,0.669,0.16,Thomas Massie,R,8,6,0.233333333,177,KY,"[(Armed forces and national security, 13), (Health, 12), (Taxation, 11), (Crime and law enforcement, 11), (International affairs, 9)]","[(Crime and law enforcement, 2), (Agriculture and food, 1), (Finance and financial sector, 1), (Education, 1), (Taxation, 1)]",612,85.11,red,20,0,house,115
M001185,4,20,254,0.706004541,120,-0.385,1.47,Sean Maloney,D,6,20,0.230769231,89,NY,"[(Health, 44), (Armed forces and national security, 29), (Government operations and politics, 26), (Taxation, 16), (Education, 15)]","[(Health, 5), (Armed forces and national security, 4), (Crime and law enforcement, 2), (Transportation and public works, 2), (None, 2)]",612,92.54,blue,20,0.2,house,115
M001187,7,19,171,0.484080572,127,0.623,3.59,Mark Meadows,R,6,19,0.242105263,171,NC,"[(Health, 23), (Government operations and politics, 23), (International affairs, 20), (Taxation, 17), (Crime and law enforcement, 14)]","[(Government operations and politics, 8), (Transportation and public works, 2), (International affairs, 2), (Taxation, 2), (Emergency management, 1)]",612,96.27,red,20,0.368421053,house,115
M001180,23,28,155,0.480286738,132,0.291,0.49,David McKinley,R,8,28,0.257142857,154,WV,"[(Health, 34), (Taxation, 18), (Environmental protection, 14), (Armed forces and national security, 13), (Crime and law enforcement, 11)]","[(Energy, 7), (Labor and employment, 4), (Health, 3), (Armed forces and national security, 2), (International affairs, 2)]",612,89.82,red,20,0.821428571,house,115
M001181,11,14,225,0.427777778,209,0.22,1.31,Pat Meehan,R,8,14,0.235714286,176,PA,"[(Health, 55), (Taxation, 36), (Crime and law enforcement, 19), (Armed forces and national security, 17), (International affairs, 15)]","[(Taxation, 5), (Health, 3), (Crime and law enforcement, 2), (Families, 1), (Congress, 1)]",612,88.25,red,20,0.785714286,house,115
M001182,0,0,0,0,245,0.75,93.81,Mick Mulvaney,R,8,0,0,242,SC,[],[],97,66.67,red,20,,house,115
B001269,3,12,163,0.516359918,80,0.276,7.52,Lou Barletta,R,8,12,0.458333333,34,PA,"[(Health, 33), (Taxation, 19), (Crime and law enforcement, 17), (Government operations and politics, 13), (Immigration, 13)]","[(Emergency management, 3), (Taxation, 3), (Immigration, 3), (Government operations and politics, 1), (Congress, 1)]",612,93.82,red,20,0.25,house,115
B001260,5,11,73,0.477549467,135,0.359,7.52,Vern Buchanan,R,12,11,0.254545455,157,FL,"[(Health, 12), (Taxation, 8), (International affairs, 7), (Crime and law enforcement, 6), (Armed forces and national security, 6)]","[(Taxation, 4), (Crime and law enforcement, 1), (Social welfare, 1), (Families, 1), (Congress, 1)]",612,95.58,red,20,0.454545455,house,115
F000466,15,22,237,0.444210033,188,,0.33,Brian Fitzpatrick,R,2,22,0.272727273,131,PA,"[(Health, 29), (Taxation, 27), (International affairs, 23), (Armed forces and national security, 17), (Government operations and politics, 15)]","[(Congress, 4), (Health, 4), (Commerce, 2), (Economics and public finance, 2), (None, 2)]",612,78.03,red,20,0.681818182,house,115
F000465,0,4,105,0.572751323,29,,0.33,A. Ferguson,R,2,4,0.2,198,GA,"[(Health, 17), (Labor and employment, 13), (Taxation, 11), (Crime and law enforcement, 7), (Education, 7)]","[(Labor and employment, 3), (Taxation, 1)]",612,98.03,red,20,0,house,115
F000464,4,7,149,0.395227442,233,,0.98,John Faso,R,2,7,0.371428571,64,NY,"[(Health, 31), (Taxation, 15), (International affairs, 13), (Armed forces and national security, 11), (Crime and law enforcement, 8)]","[(Agriculture and food, 2), (Families, 1), (Energy, 1), (Transportation and public works, 1), (Health, 1)]",612,87.46,red,20,0.571428571,house,115
F000462,6,7,168,0.763401987,60,-0.423,7.84,Lois Frankel,D,6,7,0.32967033,31,FL,"[(International affairs, 32), (Health, 23), (Government operations and politics, 21), (Crime and law enforcement, 11), (Immigration, 9)]","[(Emergency management, 1), (Commerce, 1), (Water resources development, 1), (Foreign trade and international finance, 1), (Civil rights and liberties, minority issues, 1)]",612,96.28,blue,20,0.857142857,house,115
F000461,1,7,153,0.512890341,87,0.607,0.98,Bill Flores,R,8,7,0.285714286,112,TX,"[(Health, 36), (Taxation, 14), (Crime and law enforcement, 12), (Government operations and politics, 11), (International affairs, 9)]","[(Health, 3), (Science, technology, communications, 1), (Taxation, 1), (Social welfare, 1), (Energy, 1)]",612,95.05,red,20,0.142857143,house,115
F000460,3,14,239,0.483496048,128,0.541,0.33,Blake Farenthold,R,8,14,0.228571429,183,TX,"[(Health, 36), (Crime and law enforcement, 24), (Government operations and politics, 22), (Taxation, 20), (Immigration, 18)]","[(Crime and law enforcement, 4), (Commerce, 3), (Government operations and politics, 1), (Taxation, 1), (Finance and financial sector, 1)]",612,97.05,red,20,0.214285714,house,115
W000812,7,11,175,0.553174603,42,0.452,5.23,Ann Wagner,R,6,11,0.345454545,76,MO,"[(International affairs, 29), (Health, 27), (Crime and law enforcement, 22), (Finance and financial sector, 19), (Taxation, 14)]","[(Finance and financial sector, 3), (Crime and law enforcement, 3), (International affairs, 2), (Taxation, 1), (Education, 1)]",612,97.41,red,20,0.636363636,house,115
C001087,1,5,91,0.47008547,153,0.357,2.78,Rick Crawford,R,8,5,0.2,198,AR,"[(Health, 19), (Taxation, 11), (Environmental protection, 8), (Armed forces and national security, 7), (International affairs, 6)]","[(Environmental protection, 2), (Taxation, 1), (Animals, 1), (International affairs, 1)]",612,98.32,red,20,0.2,house,115
C001084,3,31,373,0.720386026,98,-0.398,1.63,David Cicilline,D,8,31,0.245657568,84,RI,"[(International affairs, 54), (Health, 44), (Government operations and politics, 39), (Crime and law enforcement, 33), (Armed forces and national security, 27)]","[(Government operations and politics, 8), (International affairs, 4), (Crime and law enforcement, 3), (Congress, 3), (Taxation, 3)]",612,96.35,blue,20,0.096774194,house,115
C001080,1,12,363,0.675353648,162,-0.507,1.47,Judy Chu,D,12,12,0.288461538,49,CA,"[(Health, 53), (Government operations and politics, 38), (Education, 34), (International affairs, 27), (Immigration, 24)]","[(Armed forces and national security, 2), (Public lands and natural resources, 2), (Health, 2), (Education, 2), (Commerce, 1)]",612,95.52,blue,20,0.083333333,house,115
G000377,1,3,68,0.561683007,36,0.39,7.35,Kay Granger,R,22,3,0.4,48,TX,"[(International affairs, 12), (Health, 8), (Government operations and politics, 7), (Taxation, 7), (Armed forces and national security, 4)]","[(International affairs, 2), (Armed forces and national security, 1)]",612,97.18,red,20,0.333333333,house,115
S000250,2,19,261,0.628458919,12,0.587,1.31,Pete Sessions,R,22,19,0.431578947,41,TX,"[(Health, 47), (Taxation, 29), (Government operations and politics, 23), (Environmental protection, 19), (International affairs, 18)]","[(Congress, 12), (Health, 3), (Government operations and politics, 1), (Crime and law enforcement, 1), (Taxation, 1)]",612,98.34,red,20,0.105263158,house,115
M001137,2,12,292,0.702553786,127,-0.419,6.7,Gregory Meeks,D,22,12,0.278846154,58,NY,"[(Government operations and politics, 35), (International affairs, 31), (Crime and law enforcement, 28), (Finance and financial sector, 27), (Health, 24)]","[(Finance and financial sector, 4), (International affairs, 2), (Civil rights and liberties, minority issues, 2), (Emergency management, 1), (Government operations and politics, 1)]",612,95.62,blue,20,0.166666667,house,115
T000460,8,18,231,0.71733992,105,-0.395,3.27,Mike Thompson,D,20,18,0.269230769,65,CA,"[(Taxation, 34), (Health, 30), (Armed forces and national security, 23), (Government operations and politics, 23), (Public lands and natural resources, 13)]","[(Taxation, 4), (Crime and law enforcement, 2), (Commerce, 2), (Public lands and natural resources, 2), (Armed forces and national security, 2)]",612,94.26,blue,20,0.444444444,house,115
S000522,16,23,138,0.498188406,105,0.158,0.82,Christopher Smith,R,38,23,0.313043478,92,NJ,"[(International affairs, 36), (Health, 28), (Crime and law enforcement, 13), (Taxation, 11), (Government operations and politics, 8)]","[(International affairs, 13), (Crime and law enforcement, 2), (None, 2), (Emergency management, 1), (Commerce, 1)]",612,85.34,red,20,0.695652174,house,115
I000056,9,25,112,0.60515873,17,0.509,1.14,Darrell Issa,R,18,25,0.256,155,CA,"[(Government operations and politics, 19), (Taxation, 15), (International affairs, 14), (Armed forces and national security, 11), (Health, 9)]","[(Armed forces and national security, 5), (Commerce, 4), (Law, 3), (Government operations and politics, 2), (Immigration, 2)]",612,96.53,red,20,0.36,house,115
L000287,1,25,225,0.651976823,189,-0.588,2.61,John Lewis,D,32,25,0.258461538,74,GA,"[(Health, 40), (Government operations and politics, 22), (Armed forces and national security, 18), (Immigration, 16), (International affairs, 16)]","[(Taxation, 8), (Crime and law enforcement, 3), (International affairs, 3), (Social welfare, 2), (Families, 2)]",612,95.13,blue,20,0.04,house,115
R000395,1,3,59,0.466101695,164,0.331,0.49,Harold Rogers,R,38,3,0.333333333,78,KY,"[(Health, 17), (Taxation, 7), (Crime and law enforcement, 6), (Environmental protection, 5), (Armed forces and national security, 5)]","[(Government operations and politics, 1), (Energy, 1), (International affairs, 1)]",612,95.4,red,20,0.333333333,house,115
G000558,9,16,133,0.548245614,45,0.399,0.98,Brett Guthrie,R,10,16,0.3875,57,KY,"[(Health, 43), (Taxation, 13), (Armed forces and national security, 10), (Labor and employment, 7), (Crime and law enforcement, 7)]","[(Health, 7), (Transportation and public works, 2), (Education, 2), (Science, technology, communications, 2), (Commerce, 1)]",612,97.69,red,20,0.5625,house,115
G000559,2,5,314,0.69941581,135,-0.315,2.29,John Garamendi,D,10,5,0.230769231,89,CA,"[(Government operations and politics, 52), (Health, 44), (Armed forces and national security, 30), (Taxation, 28), (International affairs, 18)]","[(Economics and public finance, 1), (Education, 1), (Public lands and natural resources, 1), (Energy, 1), (Arts, culture, religion, 1)]",612,94.82,blue,20,0.4,house,115
G000552,1,10,171,0.516569201,78,0.594,4.58,Louie Gohmert,R,14,10,0.3,97,TX,"[(International affairs, 20), (Taxation, 19), (Government operations and politics, 16), (Crime and law enforcement, 14), (Immigration, 13)]","[(International affairs, 3), (Environmental protection, 2), (Armed forces and national security, 1), (Civil rights and liberties, minority issues, 1), (Law, 1)]",612,94.69,red,20,0.1,house,115
G000553,2,27,181,0.699166186,136,-0.431,2.12,Al Green,D,14,27,0.230769231,89,TX,"[(Government operations and politics, 30), (Armed forces and national security, 17), (Civil rights and liberties, minority issues, 14), (Education, 14), (Health, 12)]","[(Civil rights and liberties, minority issues, 6), (Government operations and politics, 3), (Crime and law enforcement, 3), (Housing and community development, 3), (International affairs, 3)]",612,94.99,blue,20,0.074074074,house,115
G000551,2,18,496,0.65043353,190,-0.595,7.03,Raúl Grijalva,D,16,18,0.282051282,53,AZ,"[(Health, 67), (Government operations and politics, 46), (Crime and law enforcement, 37), (Armed forces and national security, 36), (International affairs, 36)]","[(Public lands and natural resources, 4), (Government operations and politics, 2), (Animals, 2), (Immigration, 2), (Native Americans, 2)]",612,96.31,blue,20,0.111111111,house,115
T000463,3,10,126,0.406746032,229,0.266,0.82,Michael Turner,R,16,10,0.2,198,OH,"[(Health, 29), (Taxation, 20), (Armed forces and national security, 18), (Crime and law enforcement, 13), (International affairs, 6)]","[(Armed forces and national security, 2), (Transportation and public works, 2), (Health, 2), (Taxation, 2), (Economics and public finance, 1)]",612,91.27,red,20,0.3,house,115
N000190,0,1,104,0.349893162,243,,0,Ralph Norman,R,2,1,0.2,198,SC,"[(Crime and law enforcement, 13), (Taxation, 11), (Health, 8), (Government operations and politics, 8), (Armed forces and national security, 7)]","[(Science, technology, communications, 1)]",286,95.1,red,20,0,house,115
H001067,6,16,149,0.457680835,176,0.675,6.54,Richard Hudson,R,6,16,0.325,82,NC,"[(Health, 26), (Taxation, 21), (Armed forces and national security, 14), (Crime and law enforcement, 12), (International affairs, 10)]","[(Health, 5), (Energy, 3), (Government operations and politics, 2), (Armed forces and national security, 2), (Taxation, 2)]",612,94.06,red,20,0.375,house,115
H001064,1,3,223,0.726533055,91,-0.32,0.33,Denny Heck,D,6,3,0.230769231,89,WA,"[(Armed forces and national security, 40), (Health, 39), (Government operations and politics, 20), (Finance and financial sector, 13), (Public lands and natural resources, 13)]","[(Taxation, 1), (Animals, 1), (Environmental protection, 1)]",612,95.57,blue,20,0.333333333,house,115
H001065,3,6,70,0.498015873,106,0.661,1.14,George Holding,R,6,6,0.2,198,NC,"[(Taxation, 18), (Health, 15), (Government operations and politics, 6), (Crime and law enforcement, 4), (Labor and employment, 4)]","[(Taxation, 3), (Law, 1), (Health, 1), (International affairs, 1)]",612,95.04,red,20,0.5,house,115
H001068,2,21,304,0.685088392,150,-0.436,5.72,Jared Huffman,D,6,21,0.241758242,86,CA,"[(Government operations and politics, 39), (Health, 31), (Public lands and natural resources, 31), (Environmental protection, 20), (Taxation, 17)]","[(Energy, 4), (Education, 3), (Native Americans, 2), (Labor and employment, 2), (Public lands and natural resources, 2)]",612,93.76,blue,20,0.095238095,house,115
C000984,3,15,241,0.689929486,141,-0.438,38.07,Elijah Cummings,D,24,15,0.461538462,11,MD,"[(Government operations and politics, 41), (Health, 31), (Crime and law enforcement, 30), (Civil rights and liberties, minority issues, 18), (Immigration, 16)]","[(Government operations and politics, 7), (Health, 3), (Crime and law enforcement, 2), (Congress, 1), (Civil rights and liberties, minority issues, 1)]",612,95.78,blue,20,0.2,house,115
A000374,1,5,158,0.488748242,115,0.493,0.33,Ralph Abraham,R,4,5,0.36,68,LA,"[(Health, 26), (Taxation, 21), (Armed forces and national security, 15), (International affairs, 15), (Environmental protection, 14)]","[(Science, technology, communications, 1), (Armed forces and national security, 1), (Public lands and natural resources, 1), (Taxation, 1), (Immigration, 1)]",612,96.39,red,20,0.2,house,115
T000193,0,10,150,0.837985685,15,-0.514,2.12,Bennie Thompson,D,26,10,0.484615385,10,MS,"[(Government operations and politics, 23), (Health, 20), (Civil rights and liberties, minority issues, 13), (Crime and law enforcement, 9), (Immigration, 8)]","[(Government operations and politics, 4), (Emergency management, 2), (None, 2), (Public lands and natural resources, 1), (Transportation and public works, 1)]",612,94.66,blue,20,0,house,115
A000375,2,5,110,0.611111111,16,,0.49,Jodey Arrington,R,2,5,0.4,48,TX,"[(Health, 18), (Government operations and politics, 13), (Armed forces and national security, 11), (Taxation, 9), (Immigration, 9)]","[(Armed forces and national security, 3), (None, 1), (Congress, 1)]",612,98.19,red,20,0.4,house,115
P000588,3,7,162,0.529835391,61,0.472,0.98,Steve Pearce,R,8,7,0.2,198,NM,"[(Armed forces and national security, 18), (Health, 18), (Taxation, 16), (Environmental protection, 15), (Public lands and natural resources, 13)]","[(Armed forces and national security, 3), (Native Americans, 1), (Energy, 1), (Public lands and natural resources, 1), (Congress, 1)]",612,92.41,red,20,0.428571429,house,115
B001305,3,10,109,0.481651376,129,,0.33,Ted Budd,R,2,10,0.26,150,NC,"[(Finance and financial sector, 17), (Taxation, 12), (Health, 11), (Crime and law enforcement, 10), (International affairs, 8)]","[(Finance and financial sector, 2), (International affairs, 2), (Emergency management, 1), (Government operations and politics, 1), (Commerce, 1)]",612,96.23,red,20,0.3,house,115
B001304,1,13,164,0.816624271,29,,2.12,Anthony Brown,D,2,13,0.230769231,89,MD,"[(Government operations and politics, 24), (Armed forces and national security, 17), (International affairs, 12), (Education, 11), (Congress, 10)]","[(Crime and law enforcement, 3), (Government operations and politics, 2), (Armed forces and national security, 2), (Housing and community development, 1), (Public lands and natural resources, 1)]",612,96.49,blue,20,0.076923077,house,115
D000482,1,2,163,0.832078738,20,-0.325,1.8,Mike Doyle,D,24,2,0.230769231,89,PA,"[(Health, 29), (Government operations and politics, 16), (Taxation, 12), (Labor and employment, 11), (International affairs, 9)]","[(Government operations and politics, 1), (Animals, 1)]",612,95.84,blue,20,0.5,house,115
B001227,0,2,220,0.834460402,16,-0.483,0.82,Robert Brady,D,22,2,0.230769231,89,PA,"[(Armed forces and national security, 34), (Health, 33), (International affairs, 20), (Taxation, 16), (Government operations and politics, 15)]","[(Government operations and politics, 2)]",612,95.06,blue,20,0,house,115
S000185,2,14,228,0.724289635,93,-0.455,0.16,Robert Scott,D,26,14,0.28021978,56,VA,"[(Government operations and politics, 29), (Crime and law enforcement, 21), (Education, 18), (Labor and employment, 17), (Armed forces and national security, 16)]","[(Labor and employment, 5), (Education, 3), (Civil rights and liberties, minority issues, 2), (Government operations and politics, 1), (Crime and law enforcement, 1)]",612,94.76,blue,20,0.142857143,house,115
V000131,3,13,231,0.777527687,45,-0.414,0.33,Marc Veasey,D,6,13,0.230769231,89,TX,"[(Immigration, 30), (Government operations and politics, 27), (Armed forces and national security, 26), (International affairs, 25), (Health, 14)]","[(Armed forces and national security, 3), (Education, 3), (Government operations and politics, 2), (Taxation, 2), (Energy, 1)]",612,94.43,blue,20,0.230769231,house,115
V000130,3,10,209,0.734471776,82,-0.377,1.47,Juan Vargas,D,6,10,0.230769231,89,CA,"[(Immigration, 29), (Government operations and politics, 27), (Armed forces and national security, 18), (Education, 17), (International affairs, 13)]","[(Environmental protection, 3), (Immigration, 2), (Public lands and natural resources, 2), (Armed forces and national security, 1), (Native Americans, 1)]",612,95.69,blue,20,0.3,house,115
V000132,1,2,154,0.853069477,11,-0.304,0.98,Filemon Vela,D,6,2,0.576923077,6,TX,"[(Health, 22), (Government operations and politics, 21), (Immigration, 20), (Armed forces and national security, 17), (International affairs, 8)]","[(Emergency management, 1), (Immigration, 1)]",612,90.59,blue,20,0.5,house,115
N000127,4,20,263,0.701264317,128,-0.372,1.96,Rick Nolan,D,6,20,0.242307692,85,MN,"[(Health, 31), (Taxation, 28), (Education, 27), (Armed forces and national security, 26), (Government operations and politics, 23)]","[(Government operations and politics, 6), (Congress, 3), (Public lands and natural resources, 3), (Transportation and public works, 2), (Labor and employment, 2)]",612,94.17,blue,20,0.2,house,115
T000472,1,16,390,0.729727073,87,-0.477,2.94,Mark Takano,D,6,16,0.230769231,89,CA,"[(Armed forces and national security, 54), (Health, 45), (Government operations and politics, 40), (Education, 36), (Crime and law enforcement, 26)]","[(Armed forces and national security, 7), (Government operations and politics, 2), (Crime and law enforcement, 2), (Civil rights and liberties, minority issues, 2), (Commerce, 1)]",612,95.45,blue,20,0.0625,house,115
J000294,8,10,244,0.668655084,172,-0.476,4.74,Hakeem Jeffries,D,6,10,0.323076923,35,NY,"[(Government operations and politics, 30), (Crime and law enforcement, 27), (Health, 23), (Immigration, 20), (International affairs, 19)]","[(Crime and law enforcement, 3), (Government operations and politics, 1), (Congress, 1), (Commerce, 1), (Armed forces and national security, 1)]",612,96.05,blue,20,0.8,house,115
M001177,1,9,122,0.490664845,113,0.748,0.65,Tom McClintock,R,10,9,0.333333333,78,CA,"[(Government operations and politics, 13), (Armed forces and national security, 10), (Crime and law enforcement, 10), (International affairs, 10), (Public lands and natural resources, 10)]","[(Public lands and natural resources, 3), (Economics and public finance, 2), (Water resources development, 1), (Energy, 1), (Environmental protection, 1)]",612,97.2,red,20,0.111111111,house,115
T000477,7,7,69,0.511272142,93,,2.29,Scott Taylor,R,2,7,0.285714286,112,VA,"[(Armed forces and national security, 9), (International affairs, 9), (Civil rights and liberties, minority issues, 7), (Government operations and politics, 6), (Health, 6)]","[(Armed forces and national security, 2), (Government operations and politics, 1), (Crime and law enforcement, 1), (International affairs, 1), (Civil rights and liberties, minority issues, 1)]",612,96.82,red,20,1,house,115
T000474,4,15,215,0.762804965,61,-0.37,1.47,Norma Torres,D,4,15,0.3,45,CA,"[(International affairs, 36), (Government operations and politics, 25), (Health, 23), (Immigration, 20), (Education, 14)]","[(Commerce, 2), (Crime and law enforcement, 2), (Transportation and public works, 2), (Science, technology, communications, 2), (Government operations and politics, 1)]",612,95.85,blue,20,0.266666667,house,115
T000475,6,12,105,0.513227513,86,0.373,3.27,Dave Trott,R,4,12,0.233333333,177,MI,"[(Finance and financial sector, 16), (International affairs, 16), (Health, 15), (Taxation, 9), (Crime and law enforcement, 7)]","[(Crime and law enforcement, 3), (Armed forces and national security, 2), (Finance and financial sector, 2), (Transportation and public works, 1), (Health, 1)]",612,95.61,red,20,0.5,house,115
T000478,5,7,143,0.499222999,104,,0.65,Claudia Tenney,R,2,7,0.314285714,89,NY,"[(Armed forces and national security, 19), (Health, 17), (Crime and law enforcement, 17), (Finance and financial sector, 14), (International affairs, 13)]","[(Armed forces and national security, 2), (Finance and financial sector, 2), (Transportation and public works, 1), (None, 1), (International affairs, 1)]",612,92.93,red,20,0.714285714,house,115
M001179,9,13,112,0.562996032,35,0.359,13.4,Tom Marino,R,8,13,0.338461538,77,PA,"[(Health, 16), (Government operations and politics, 16), (Crime and law enforcement, 13), (Armed forces and national security, 9), (Taxation, 9)]","[(Health, 3), (Government operations and politics, 2), (Finance and financial sector, 2), (Congress, 2), (Commerce, 1)]",612,93.96,red,20,0.692307692,house,115
Z000017,11,17,178,0.440074906,193,0.333,0.98,Lee Zeldin,R,4,17,0.294117647,109,NY,"[(International affairs, 35), (Health, 20), (Armed forces and national security, 16), (Taxation, 16), (Finance and financial sector, 15)]","[(Armed forces and national security, 6), (International affairs, 3), (Public lands and natural resources, 2), (Health, 2), (Crime and law enforcement, 1)]",612,94.88,red,20,0.647058824,house,115
B001257,13,23,156,0.511930199,90,0.397,4.9,Gus Bilirakis,R,14,23,0.243478261,169,FL,"[(Health, 44), (International affairs, 33), (Armed forces and national security, 12), (Taxation, 11), (Government operations and politics, 8)]","[(Health, 9), (Armed forces and national security, 6), (Taxation, 3), (Emergency management, 1), (Government operations and politics, 1)]",612,98.28,red,20,0.565217391,house,115
J000297,3,10,116,0.484913793,124,0.303,0.98,Evan Jenkins,R,4,10,0.2,198,WV,"[(Health, 27), (Taxation, 11), (Crime and law enforcement, 11), (Environmental protection, 9), (International affairs, 8)]","[(Health, 3), (Crime and law enforcement, 2), (Environmental protection, 2), (Armed forces and national security, 1), (Labor and employment, 1)]",612,91.58,red,20,0.3,house,115
B001251,1,3,195,0.777017461,47,-0.406,5.23,G. Butterfield,D,16,3,0.230769231,89,NC,"[(Health, 37), (Government operations and politics, 21), (Taxation, 14), (Armed forces and national security, 13), (Civil rights and liberties, minority issues, 12)]","[(Government operations and politics, 1), (Health, 1), (Science, technology, communications, 1)]",612,96.03,blue,20,0.333333333,house,115
B001250,3,10,96,0.510706019,94,0.532,3.59,Rob Bishop,R,16,10,0.31,94,UT,"[(Armed forces and national security, 18), (Health, 12), (Government operations and politics, 7), (Taxation, 7), (International affairs, 7)]","[(Public lands and natural resources, 3), (Congress, 2), (Government operations and politics, 1), (Crime and law enforcement, 1), (Animals, 1)]",612,96.78,red,20,0.3,house,115
S001168,0,5,146,0.699638625,133,-0.461,0.33,John Sarbanes,D,12,5,0.230769231,89,MD,"[(Government operations and politics, 24), (Health, 20), (Armed forces and national security, 11), (Crime and law enforcement, 8), (International affairs, 8)]","[(Government operations and politics, 2), (Energy, 1), (Public lands and natural resources, 1), (Health, 1)]",612,95.9,blue,20,0,house,115
H001059,6,11,127,0.556649169,39,0.498,1.31,Randy Hultgren,R,8,11,0.418181818,45,IL,"[(Finance and financial sector, 25), (International affairs, 17), (Taxation, 15), (Health, 12), (Government operations and politics, 9)]","[(Finance and financial sector, 4), (Taxation, 2), (International affairs, 2), (Health, 1), (Education, 1)]",612,96.52,red,20,0.545454545,house,115
H001058,1,6,111,0.451701702,181,0.636,4.41,Bill Huizenga,R,8,6,0.566666667,13,MI,"[(Health, 17), (Taxation, 15), (Finance and financial sector, 11), (Crime and law enforcement, 9), (International affairs, 8)]","[(Finance and financial sector, 2), (Housing and community development, 1), (None, 1), (Environmental protection, 1), (International affairs, 1)]",612,96.24,red,20,0.166666667,house,115
Q000023,1,13,260,0.679890278,157,-0.317,3.1,Mike Quigley,D,10,13,0.24852071,83,IL,"[(Government operations and politics, 31), (Crime and law enforcement, 24), (Armed forces and national security, 20), (Health, 19), (International affairs, 18)]","[(Government operations and politics, 3), (Immigration, 3), (Public lands and natural resources, 3), (Health, 2), (Congress, 1)]",612,96.8,blue,20,0.076923077,house,115
H001053,3,12,133,0.474101921,147,0.5,0.98,Vicky Hartzler,R,8,12,0.4,48,MO,"[(International affairs, 27), (Armed forces and national security, 19), (Health, 16), (Crime and law enforcement, 12), (Taxation, 10)]","[(Crime and law enforcement, 3), (Armed forces and national security, 2), (Housing and community development, 2), (Agriculture and food, 2), (Emergency management, 1)]",612,96.04,red,20,0.25,house,115
H001052,2,3,126,0.46186067,170,0.596,3.1,Andy Harris,R,8,3,0.2,198,MD,"[(Health, 23), (Taxation, 13), (Crime and law enforcement, 11), (International affairs, 11), (Immigration, 10)]","[(Health, 1), (Immigration, 1), (International affairs, 1)]",612,96.12,red,20,0.666666667,house,115
H001050,0,6,246,0.720890069,97,-0.378,2.94,Colleen Hanabusa,D,4,6,0.230769231,89,HI,"[(Armed forces and national security, 29), (Government operations and politics, 28), (International affairs, 27), (Health, 24), (Civil rights and liberties, minority issues, 16)]","[(Immigration, 2), (Public lands and natural resources, 1), (Armed forces and national security, 1), (Health, 1), (None, 1)]",612,96.13,blue,20,0,house,115
H001056,4,5,90,0.464506173,168,0.383,0.33,Jaime Herrera Beutler,R,8,5,0.6,10,WA,"[(Health, 25), (Taxation, 11), (Crime and law enforcement, 5), (Armed forces and national security, 4), (Finance and financial sector, 4)]","[(Emergency management, 1), (Public lands and natural resources, 1), (Armed forces and national security, 1), (Animals, 1), (Health, 1)]",612,91.48,red,20,0.8,house,115
S001175,5,17,267,0.706699065,118,-0.389,3.76,Jackie Speier,D,12,17,0.230769231,89,CA,"[(Government operations and politics, 32), (Health, 30), (Civil rights and liberties, minority issues, 20), (Crime and law enforcement, 19), (Armed forces and national security, 18)]","[(Government operations and politics, 3), (Armed forces and national security, 3), (Health, 2), (Education, 2), (Congress, 1)]",612,95.93,blue,20,0.294117647,house,115
